ID,SMILES
R5831,COc1ccc(C(=O)O)cc1C(C)=O>>COc1ccc(C(=O)Cl)cc1C(C)=O
R5910,CN(C(=O)CN(C(=O)OCc1ccccc1)C(=O)C1CCCCC1)c1ncnc(Cl)c1C(=O)CCc1ccccc1>>CN(C(=O)CN(C(=O)O)C(=O)C1CCCCC1)c1ncnc(Cl)c1C(=O)CCc1ccccc1
R6016,C[C@H](O[Si](C)(C)C(C)(C)C)C(=O)N(C)CC(=O)Nn1cnnc1>>C[C@H](O)C(=O)N(C)CC(=O)Nn1cnnc1
R6075,CCOC(=O)c1cc(N(CC(=O)Nn2cnnc2)C(=O)OC(C)(C)C)ccn1>>CC(C)(C)OC(=O)N(CC(=O)Nn1cnnc1)c1ccnc(C=O)c1
R6076,CC(C)(C)OC(=O)N(CC(=O)Nn1cnnc1)c1ccnc(C=O)c1>>CC(C)(C)OC(=O)N(CC(=O)Nn1cnnc1)c1ccnc(CO)c1
R6080,COC(=O)c1cnc(C(=O)NCC(C)O)cn1>>CC(O)CNC(=O)c1cnc(C(=O)O)cn1
R6101,CCOC(=O)CN(C(C)=O)C(=O)OC(C)(C)C>>CC(=O)N(CC(=O)O)C(=O)OC(C)(C)C
R6102,CC(=O)N(CC(=O)Nn1cnnc1)C(=O)OC(C)(C)C>>CC(=O)N(CC(=O)Nn1cnnc1)C(=O)O
R6158,CCOC(=O)N(CC(=O)OC(C)(C)C)S(C)(=O)=O>>CCOC(=O)N(CC(=O)O)S(C)(=O)=O
R6241,CCOC(=O)CN(C(=O)OC(C)(C)C)C(=O)C1CCCCC1>>CC(C)(C)OC(=O)N(CC(=O)O)C(=O)C1CCCCC1
R6244,CC(C)(C)OC(=O)N(CC(=O)O)C(=O)C1CCCCC1>>O=C(O)CN(C(=O)O)C(=O)C1CCCCC1
R6265,O=C(CN(C(=O)COCc1ccccc1)C(=O)C1CCCCC1)Nn1cnnc1>>O=C(CN(C(=O)CO)C(=O)C1CCCCC1)Nn1cnnc1
R6277,C[C@H](O)C(=O)N(CC(=O)OCc1ccccc1)S(C)(=O)=O>>C[C@H](O)C(=O)N(CC(=O)O)S(C)(=O)=O
R6330,COC(=O)CN(C)C(=O)C1CCCCC1>>CN(CC(N)=O)C(=O)C1CCCCC1
R6377,COC(=O)CN(C)C(C)=O>>CC(=O)N(C)CC(N)=O
R6387,CN(CC(=O)Nn1cnnc1)C(=O)CCl>>CN(CC(=O)Nn1cnnc1)C(=O)CO
R6437,CC(C#N)Oc1ccc(-c2ccccc2)cc1>>CC(CN)Oc1ccc(-c2ccccc2)cc1
R6461,CC(=O)OCC(=O)N(CC(=O)Nn1cnnc1)c1cnc(Cl)nc1>>O=C(CN(C(=O)CO)c1cnc(Cl)nc1)Nn1cnnc1
R6561,CN(CC(=O)N(C)c1ncnc(Cl)c1C(=O)CCc1ccccc1)C(=O)OC(C)(C)C>>CNCC(=O)N(C)c1ncnc(Cl)c1C(=O)CCc1ccccc1
R6624,Fc1cc(F)cc(CBr)c1.O=C(O)n1cnc(Br)c1>>O=C(OCc1cc(F)cc(F)c1)n1cnc(Br)c1
R6627,O=C(Oc1ccccc1)n1cnc(Br)c1>>O=C(O)n1cnc(Br)c1
R6634,C[C@H](O[Si](C)(C)C(C)(C)C)C(=O)N(C)CC(=O)Nc1nc(Cl)nc2[nH]cnc12>>C[C@H](O)C(=O)N(C)CC(=O)Nc1nc(Cl)nc2[nH]cnc12
R6651,COc1ccc(C(=O)N(CC(=O)Nn2cnnc2)C(=O)COCc2ccccc2)cc1>>COc1ccc(C(=O)N(CC(=O)Nn2cnnc2)C(=O)CO)cc1
R6656,CC(C)(C)OC(=O)N(CC=O)C(=O)C1CCCCC1>>CC(C)(C)OC(=O)N(CCO)C(=O)C1CCCCC1
R6877,COc1cccc(CN(CC(=O)Nn2cnnc2)C(=O)CO)c1>>COc1ccc(O)c(CN(CC(=O)Nn2cnnc2)C(=O)CO)c1
R6898,C[C@H](O[Si](C)(C)C(C)(C)C)C(=O)NS(C)(=O)=O.Clc1ccc2[nH]c(CBr)nc2c1>>C[C@H](O[Si](C)(C)C(C)(C)C)C(=O)N(Cc1nc2cc(Cl)ccc2[nH]1)S(C)(=O)=O
R6899,C[C@H](O[Si](C)(C)C(C)(C)C)C(=O)N(Cc1nc2cc(Cl)ccc2[nH]1)S(C)(=O)=O>>C[C@H](O)C(=O)N(Cc1nc2cc(Cl)ccc2[nH]1)S(C)(=O)=O
R6936,C=CCN(C(=O)OC(C)(C)C)C(=O)C1CCCCC1>>CC(C)(C)OC(=O)N(CC=O)C(=O)C1CCCCC1
R794,NC(=O)C1CCCCC1.O=C(O)COCc1ccccc1>>O=C(COCc1ccccc1)NC(=O)C1CCCCC1
R804,CN(CC(=O)O)C(=O)OC(C)(C)C.Nn1cnnc1>>CN(CC(=O)Nn1cnnc1)C(=O)OC(C)(C)C
R807,CC(C)(C)OC(=O)NCC(=O)O.Nn1cnnc1>>CC(C)(C)OC(=O)NCC(=O)Nn1cnnc1
R810,CC(=O)CN1C(=O)c2ccccc2C1=O.Nn1cnnc1>>CC(CN1C(=O)c2ccccc2C1=O)=Nn1cnnc1
R813,Nn1cnnc1.O=C(O)CCl>>O=C(CCl)Nn1cnnc1
R814,CC(C)(C)OC(=O)N(CC(=O)O)S(C)(=O)=O.Nn1cnnc1>>CC(C)(C)OC(=O)N(CC(=O)Nn1cnnc1)S(C)(=O)=O
R817,CC(=O)N(CC(=O)O)C(=O)OC(C)(C)C.Nn1cnnc1>>CC(=O)N(CC(=O)Nn1cnnc1)C(=O)OC(C)(C)C
R818,CCOC(=O)N(CC(=O)O)S(C)(=O)=O.Nn1cnnc1>>CCOC(=O)N(CC(=O)Nn1cnnc1)S(C)(=O)=O
R821,Nn1cnnc1.O=C(O)CN(C(=O)O)C(=O)C1CCCCC1>>O=C(CN(C(=O)O)C(=O)C1CCCCC1)Nn1cnnc1
R822,CN(CC(=O)O)C(=O)CCl.Nn1cnnc1>>CN(CC(=O)Nn1cnnc1)C(=O)CCl
R827,COc1ccc(C(=O)O)cc1C(C)=O.Nn1cnnc1>>COc1ccc(C(=O)Nn2cnnc2)cc1C(C)=O
R828,CC(C)(C)OC(=O)N(CC(=O)O)C(=O)C1CCCCC1.Nn1cnnc1>>CC(C)(C)OC(=O)N(CC(=O)Nn1cnnc1)C(=O)C1CCCCC1
R831,COc1ccc(C(=O)OCC(=O)NC(=O)OC(C)(C)C)cc1.O=C(CBr)Nn1cnnc1>>COc1ccc(C(=O)OCC(=O)N(CC(=O)Nn2cnnc2)C(=O)OC(C)(C)C)cc1
R832,CC(C)(C)OC(=O)NC(=O)CBr.O=C(CBr)Nn1cnnc1>>CC(C)(C)OC(=O)N(CC(=O)Nn1cnnc1)C(=O)CBr
R847,O=C(CCl)Nn1cnnc1.O=C(COCc1ccccc1)NC(=O)C1CCCCC1>>O=C(CN(C(=O)COCc1ccccc1)C(=O)C1CCCCC1)Nn1cnnc1
R848,Nc1cnc(Cl)nc1.O=C(CCl)Nn1cnnc1>>O=C(CNc1cnc(Cl)nc1)Nn1cnnc1
R850,COc1ccc(C(=O)NC(=O)COCc2ccccc2)cc1.O=C(CCl)Nn1cnnc1>>COc1ccc(C(=O)N(CC(=O)Nn2cnnc2)C(=O)COCc2ccccc2)cc1
R852,CNC(C)=O.O=C(CCl)Nn1cnnc1>>CC(=O)N(C)CC(=O)Nn1cnnc1
R857,COc1cccc(CN)c1.O=C(CCl)Nn1cnnc1>>COc1cccc(CNCC(=O)Nn2cnnc2)c1
R884,C=CCBr.CC(C)(C)OC(=O)NC(=O)C1CCCCC1>>C=CCN(C(=O)OC(C)(C)C)C(=O)C1CCCCC1
R994,CCOC(=O)[C@H](C)O.CS(N)(=O)=O>>C[C@H](O)C(=O)NS(C)(=O)=O
