,SMILES,numberofpaths
0,OC([C@@H](N)CC1=CCC=CC1)=O,0
1,OC([C@@H](N)CC2=CN(C)C3=C2C=CC=C3)=O,291
2,CN(C4=O)C(NC4CC5=CNC6=C5C=CC=C6)=S,10000
3,S=C(SC)NCC7=CNC8=C7C=CC=C8,4
4,CN9C%10=C(C=CC=C%10)C(C[C@H](NC(OC(C)(C)C)=O)C(NCCCCCNC%11=NC(C=CC=C%12)=C%12[N+]([O-])=N%11)=O)=C9,10000
5,O=C(CC%13=CC=CN=C%13)C%14=CC(C=C(OC(F)(F)F)C=C%15)=C%15N%14,10000
6,BrC%16=CC%17=C(C=C%16)C%18=C([C@H](C)N(C(N(C)C%19=O)=S)[C@]%19([H])C%18)N%17,32
7,NCCC%20=CC(C=CC=C%21)=C%21N%20,938
