SMILES,ID,Reward
COc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,C4,3
COc1cc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2cc1OC,C60,4
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,C117,2
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,C144,11
COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,C189,14
