SMILES,ID,Reward
Cc1nc2c(CN3CCOCC3)c(O)ccc2[nH]1,C69,0.47826087
COc1ccc2[nH]cc(CN3CCOCC3)c2c1,C830,0.47826087
Cc1[nH]c2ccccc2c1C(c1cc(Cl)ccc1O)N1CCOCC1,C8810,0.47826087
CCc1c(C)n2nc(N3CCOCC3)nc2[nH]c1=O,C897,0.47826087
CN(C)C1CCN(CC(=O)c2c[nH]c3ccccc23)CC1,C5163,0.47826087
CCOC(=O)c1cc(C#N)c(N2CCCC2)nc1-c1ccccc1,C4244,0.47826087
Cc1cc(C)c2c(N)c(C(=O)N3CCOCC3)sc2n1,C342,0.47826087
CCc1ccc(C(C)(C)OC(=O)Cn2cnc3ccc(N4CCNCC4)cc3c2=O)cc1,C5839,0.47826087
CCOC(=O)c1cnc(N2CCc3ccccc3C2)nc1C,C5581,0.47826087
COc1ccc(-c2nc(-c3ccccc3)nc(N3CCOCC3)c2C#N)cc1,C375,0.47826087
c1nc(N2CCOCC2)c2cc[nH]c2n1,C775,0.47826087
N#Cc1cc(C=O)ccc1N1CCOCC1,C127,0.47826087
CC(C)(C)OC(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1,C2485,0.47826087
COc1ccc(N2CCN(Cc3cc(C(=O)c4ccccc4)cn3C)CC2)cc1,C9127,0.47826087
CCOC(=O)Cn1c2c(c3cc(C)ccc31)CNCC2,C8303,0.434782609
N#Cc1ccc2c(CN3CCOCC3)c[nH]c2c1,C259,0.434782609
N#Cc1ccc2[nH]cc(CN3CCOCC3)c2c1,C399,0.434782609
CCC(C)(C)C(NCCC1CN(c2nc3ccccc3o2)CCO1)c1ccc(Cl)cc1Cl,C8557,0.434782609
Cc1cc(CN)c(C)n1-c1ccc2c(c1)OCCO2,C9832,0.434782609
Cc1ccc(NCC2(O)CCN(Cc3cc(C)n(-c4cc(C(F)(F)F)ccc4N4CCOCC4)c3C)CC2)cc1C,C8340,0.434782609
CCC(Nc1ccc2c(c1)nc(CO)n2CCO)C1CCOC(C)(C)C1,C5608,0.434782609
O=C1c2ccccc2CN1CC1CNCCO1,C6613,0.391304348
O=C1OC2(CCNCC2)CN1c1ccccc1,C9369,0.391304348
CCOC(=O)c1cnc2c(c(C)nn2CC)c1NCCN1CCOCC1,C875,0.391304348
Cc1cc(N2CCC(O)CC2)c2ccccc2n1,C7153,0.391304348
c1ccc(CN2CCOCC2Cc2c[nH]c3ccccc23)cc1,C3102,0.391304348
CC(C)(C)OC(=O)N1CCC(n2c(CN)nc3ccccc32)CC1,C7863,0.391304348
CC(C)(C)OC(=O)N1CCN(c2ccc3ncccc3c2N)CC1,C8668,0.391304348
Cc1cc2nc(NCCCN3CCOCC3)sc2cc1C,C2003,0.347826087
CCOc1cccc2sc(NCCCN3CCOCC3)nc12,C2071,0.347826087
Cc1ccc2c(c1)oc(=O)n2C1CCNCC1,C5782,0.347826087
COc1ccc2[nH]c3c(c2c1)CCN(C(=O)c1ccc(NCCC2CCCO2)cc1)C31CCN(C)CC1,C8018,0.347826087
CC(=O)c1ccc(OCC(O)CN2CCN(c3cccc(C)c3C)CC2)cc1,C8436,0.347826087
COc1ccc2c(c1)NC1(CCN(C(=O)OC(C)(C)C)CC1)c1cccn1-2,C5686,0.347826087
CC(C)(C)OC(=O)N1CCC2(CC1)Nc1ccccc1-n1cccc12,C5716,0.347826087
Cc1ccc(NC(=O)N2CCOC23CCN(c2ncccn2)CC3)cc1,C7960,0.347826087
CCN(Cc1c(C)n(CC(=O)NCC2CCCO2)c2ccccc12)c1cc(C)ccc1F,C8900,0.347826087
CC(C)(C)c1ccc(C(=O)c2c[nH]c(C(=O)NCCCN3CCOCC3)c2)cc1,C2038,0.304347826
Nc1c(N2CCC(O)CC2)ccc2ncccc12,C10010,0.304347826
OCc1cc(N2CCC(O)CC2)ccn1,C7121,0.304347826
CC(C)(C)C(=O)Cn1c(NCCO)nc2ccccc21,C3770,0.304347826
CC(C)(C)c1ccc(NC(=O)CN2CCOCC2)c(N)c1,C931,0.304347826
COc1ccc2sc(NCCCN3CCOCC3)nc2c1,C309,0.304347826
CC1(C)OB(c2ccc(NCCN3CCOCC3)cc2)OC1(C)C,C564,0.304347826
CC(C)(C)OC(=O)N1CC2OC(=O)N(C3CCNCC3)C2C1,C9387,0.304347826
CC(C)(C)c1ccc2oc(N3CCNCC3)nc2c1,C5853,0.304347826
Cc1ccc2[nH]c3c(c2c1)CN(C(=O)OC(C)(C)C)CC3,C2308,0.304347826
CCOC(=O)c1cc(C#N)c(C)nc1N1CCNCC1,C5840,0.304347826
COc1ccc(C)c2sc(NCCCN3CCOCC3)nc12,C1971,0.304347826
O=C1COCC(Cc2c[nH]c3ccccc23)N1Cc1ccccc1,C2322,0.304347826
N#Cc1cnc2ccccc2c1N1CCC(C(=O)O)CC1,C8464,0.304347826
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,C7343,0.304347826
COc1cc(N2CCOCC2)ccc1-c1noc(C2CC(Cc3ccc(C(C)(C)C)cc3)CN2)n1,C316,0.304347826
N#Cc1cc(C(=O)c2ccccc2)[nH]c1N1CCN(c2ccccn2)CC1,C3179,0.304347826
CC(C)(C)OC(=O)N1CCC2(Cc3ccccc3NC2=O)C1,C9426,0.304347826
OC1CCN(c2nc3ccccc3o2)CC1,C7151,0.304347826
COc1ccc2nc(NCCCN3CCOCC3)sc2c1,C2053,0.260869565
COc1ccc2[nH]c3c(c2c1)CN(C(=O)OC(C)(C)C)CC3,C2474,0.260869565
CCc1ccc2nc(NCCCN3CCOCC3)sc2c1,C29,0.260869565
CC(C)(C)OC(=O)C1CC(=O)N(C2CCNCC2)C1,C8204,0.260869565
COc1cc2ncnc(N3CCNCC3)c2cc1OC,C5847,0.260869565
CC1(C)OB(c2ccc(NCCCN3CCCC3)nc2)OC1(C)C,C4465,0.260869565
CC(C)(C)OC(=O)NC1CCN(CC2CN(c3ccccc3)C(=O)O2)C1,C7660,0.260869565
CCOc1ccc2nc(NCCN3CCOCC3)sc2c1,C7017,0.260869565
Cc1cc2c(OCC(O)CN3CCCC3)cccc2[nH]1,C4730,0.260869565
Cc1ccc2sc(NCCN3CCOCC3)nc2c1C,C7019,0.260869565
O=C(c1ccc2[nH]c3c(c2c1)CCCC3)N1CCOCC1,C60,0.260869565
CC(C)(C)OC(=O)N1CCC2(CC1)CNc1cccnc12,C2467,0.260869565
CC(=O)c1cc(N2CCC(O)CC2)ccc1N,C7089,0.260869565
CC(C)Oc1cc(N2CCC(O)CC2)ccc1N,C6757,0.260869565
CCOc1ccccc1N1CCNCC1,C5812,0.260869565
Nc1ccc(N2CCC(O)CC2)c2ncccc12,C7143,0.260869565
c1nc2c(c(N3CCOCC3)n1)CNCC2,C471,0.260869565
CC1(C)OB(c2cnc(N3CCCC(O)C3)nc2)OC1(C)C,C4450,0.260869565
CCCOc1cc(N2CCC(O)CC2)ccc1N,C7069,0.217391304
OC1CCN(c2ncnc3[nH]cnc23)C1,C6890,0.217391304
CCOc1cccnc1N1CCNCC1,C5862,0.217391304
CCCCNCc1cc(C)n(-c2ccc(OC)cc2)c1C,C5314,0.217391304
Cc1ccc2nc(NCCCN3CCOCC3)sc2c1,C2027,0.217391304
COc1ccc2nc(N3CCNCC3)c(C#N)cc2c1,C5866,0.217391304
CC(C)(C)C1CNCCN1CCOc1ccccc1,C8276,0.217391304
COc1ccc2nc(C)cc(N3CCNCC3)c2c1,C5836,0.217391304
CC(C)(C)OC(=O)NC1CCOC2(CCN(Cc3ccccc3)CC2)C1,C2282,0.217391304
COc1ccccc1CNCCCN1CCOCC1,C2114,0.217391304
O=C(O)c1cc(N2CCC(O)CC2)ccn1,C7098,0.217391304
NCC1CN(c2ccccc2)CCO1,C10079,0.217391304
COc1ccc2c(c1)NCC21CCN(C(=O)OC(C)(C)C)CC1,C2435,0.217391304
COc1ccc2c(N3CCNCC3)ccnc2c1,C5831,0.217391304
CC(C)(C)OC(=O)N1CCC(NCc2ccco2)CC1,C5116,0.217391304
Cc1cc(Br)c2ccccc2c1NC(CC(C)C)c1c[nH]c(C(=O)NCCCN2CCOCC2)c1,C2109,0.217391304
OCCC1CNCCN1Cc1c[nH]c2ccccc12,C9157,0.173913043
Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCCCN2CCOCC2)c1,C2082,0.173913043
Cc1cc(CNCC2CN(C)CCO2)c(C)[nH]1,C6603,0.173913043
CC(C)(O)CN1CCc2c(N)cccc2C1,C7947,0.173913043
CC(C)(C)OC(=O)N1CCC2(CC1)NCCn1cccc12,C5688,0.173913043
CC(C)(C)OC(=O)N1CCCC2(C1)NCCn1cccc12,C2537,0.173913043
OC1CNCC1N1CCOCC1,C9041,0.130434783
CCNc1nccc(N2CCC(O)C2)n1,C6879,0.130434783
Cc1ccc2[nH]c3c(c2c1)CCNC3c1cccc(OCCN(C)C)c1,C4627,0.130434783
c1cc2n(c1)-c1cc3c(cc1NC21CCNCC1)OCO3,C5639,0.130434783
CC(C)n1c(C2CCCNC2)nc2ccccc21,C9493,0.130434783
O=C(Cn1c(NCCO)nc2ccccc21)c1ccccc1,C3753,0.130434783
c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1,C6927,0.130434783
CCNc1nccc(N2CCC(O)CC2)n1,C7133,0.130434783
c1cc(C2CCCNC2)n(C2CCOCC2)n1,C7845,0.130434783
CC(C)(C)OC(=O)N1CCC2(COCCN2)C1,C2162,0.130434783
O=C(NCCCCN1CCOCC1)c1cc2ccccc2o1,C863,0.130434783
CN1CC2(CCNC2)OCC1=O,C9703,0.130434783
CC(C)(C)c1cc2cc(NC3CCNCC3)ccc2[nH]1,C5655,0.086956522
Cc1ccc(C(=O)c2c[nH]c(C(=O)NCCCN3CCOCC3)c2)cc1,C2041,0.086956522
OCCC1CNCCN1Cc1ccco1,C5111,0.086956522
OC1(CN2CCOCC2)CCNCC1,C9034,0.086956522
Cc1ccc(CN2CCNCC2CCO)o1,C5130,0.086956522
Cn1ccnc(NCC2CNCCO2)c1=O,C6615,0.086956522
CCOc1ccc2[nH]c3c(c2c1)CNCC3,C5664,0.086956522
CCOc1ccccc1CN1CCNCC1CCO,C5131,0.086956522
OC1CNCC1N1Cc2ccccc2C1,C8944,0.043478261
CCC(CC)C(=O)c1c[nH]c(C(=O)NCCCN2CCOCC2)c1,C1934,0.043478261
CC(C)(C)OC(=O)N1CCC2(CC1)NCCc1nc[nH]c12,C2607,0.043478261
O=C(c1ccccc1)c1c[nH]c(C(=O)NCCCN2CCOCC2)c1,C1912,0.043478261
CCC(=O)c1c[nH]c(C(=O)NCCCN2CCOCC2)c1,C1981,0.043478261
