,PC 1,PC 2,Class
1224,41.097538,22.949102,All candidates
1225,38.6557,46.092175,All candidates
1226,-84.62214,3.8162615,All candidates
1227,-4.1303864,-58.71101,All candidates
1228,-36.531338,26.909122,All candidates
1229,43.157497,-23.525095,All candidates
1230,-69.22616,-19.252125,All candidates
1231,10.734221,28.851648,All candidates
1232,10.734144,28.851864,All candidates
1233,-66.248795,-24.382969,All candidates
1234,46.087917,22.511868,All candidates
1235,8.086382,26.703503,All candidates
1236,27.853989,17.02439,All candidates
1237,9.806302,-13.903952,All candidates
1238,-25.506268,21.143955,All candidates
1239,-83.21212,1.318331,All candidates
1240,-6.4718885,-44.001488,All candidates
1241,-0.1657821,41.714188,All candidates
1242,-4.5473776,42.23088,All candidates
1243,30.072453,-4.8240952,All candidates
1244,30.615202,-3.015152,All candidates
1245,11.510024,9.924652,All candidates
1246,-39.961742,28.081766,All candidates
1247,-82.71935,9.094762,All candidates
1248,46.19426,-24.26922,All candidates
1249,-36.22549,-34.231968,All candidates
1250,-36.411507,26.922108,All candidates
1251,20.371035,18.468367,All candidates
1252,28.686579,35.294483,All candidates
1253,10.087688,43.021896,All candidates
1254,5.1741953,72.84689,All candidates
1255,-29.307978,30.436783,All candidates
1256,-4.7278495,44.51031,All candidates
1257,46.899193,-13.650321,All candidates
1258,27.450409,-50.28563,All candidates
1259,27.521166,-18.052095,All candidates
1260,27.97643,-26.50534,All candidates
1261,-15.80194,29.022808,All candidates
1262,-9.958294,39.338345,All candidates
1263,-78.88453,5.801875,All candidates
1264,31.394646,-27.577957,All candidates
1265,31.37543,8.608434,All candidates
1266,2.2049084,-14.613341,All candidates
1267,28.692478,17.172623,All candidates
1268,34.89808,12.854434,All candidates
1269,12.446054,-48.855064,All candidates
1270,10.115642,48.449657,All candidates
1271,-22.120281,-68.31252,All candidates
1272,21.912495,16.140345,All candidates
1273,67.030045,-0.9815823,All candidates
1274,14.457921,-3.0214105,All candidates
1275,46.236244,-34.665363,All candidates
1276,-31.349241,62.238647,All candidates
1277,-5.7163434,17.651037,All candidates
1278,-5.716338,17.650911,All candidates
1279,28.571266,10.50719,All candidates
1280,-29.409388,34.946873,All candidates
1281,36.647133,-24.85717,All candidates
1282,29.503107,10.989529,All candidates
1283,-37.672382,28.16407,All candidates
1284,-53.63423,34.16718,All candidates
1285,-21.191042,-31.67466,All candidates
1286,24.585356,-21.606882,All candidates
1287,17.1512,8.344394,All candidates
1288,-18.88682,21.569517,All candidates
1289,17.175707,6.3462396,All candidates
1290,-37.702824,-36.47747,All candidates
1291,22.44998,14.645376,All candidates
1292,2.076625,-14.561424,All candidates
1293,-25.52247,25.249321,All candidates
1294,28.551828,8.58632,All candidates
1295,5.1910625,78.99565,All candidates
1296,25.867962,7.6886325,All candidates
1297,-81.56325,8.547583,All candidates
1298,-4.5680847,44.54482,All candidates
1299,-29.122671,61.96791,All candidates
1300,-67.05182,-25.121061,All candidates
1301,44.602486,-17.116112,All candidates
1302,7.860696,-15.509815,All candidates
1303,-39.685215,-32.91169,All candidates
1304,-17.166348,4.2834177,All candidates
1305,71.56899,-0.46321118,All candidates
1306,15.365335,-39.503395,All candidates
1307,5.3569727,-16.097176,All candidates
1308,-13.649955,-29.57114,All candidates
1309,4.6688805,-66.8766,All candidates
1310,-17.50984,73.17525,All candidates
1311,-14.287141,71.360596,All candidates
1312,36.198036,-20.471537,All candidates
1313,25.740261,-54.53863,All candidates
1314,30.336002,-4.8367734,All candidates
1315,4.6975503,-41.145813,All candidates
1316,-2.8276448,-25.865192,All candidates
1317,2.3543823,53.766014,All candidates
1318,-34.875538,30.988707,All candidates
1319,1.6069993,6.241036,All candidates
1320,33.872456,33.494934,All candidates
1321,-50.67846,38.34629,All candidates
1322,6.1289573,19.848383,All candidates
1323,40.96079,-29.77091,All candidates
1324,26.631895,12.708216,All candidates
1325,36.938034,-40.840115,All candidates
1326,28.066763,7.271647,All candidates
1327,7.8193254,76.65858,All candidates
1328,0.18853165,36.78963,All candidates
1329,3.4863095,38.320248,All candidates
1330,-0.6392279,15.279508,All candidates
1331,-54.16065,33.90309,All candidates
1332,-32.676678,15.75589,All candidates
1333,6.837787,30.394825,All candidates
1334,-61.91177,-22.315739,All candidates
1335,-15.187229,29.72085,All candidates
1336,71.474915,-1.2368541,All candidates
1337,25.000124,-55.550983,All candidates
1338,-5.7605247,18.509178,All candidates
1339,-5.7602506,18.508867,All candidates
1340,-22.997345,-31.501942,All candidates
1341,21.729454,-32.839504,All candidates
1342,-59.33331,-23.776747,All candidates
1343,-16.489313,70.55215,All candidates
1344,-15.9558935,-53.51562,All candidates
1345,-15.955743,-53.515663,All candidates
1346,71.44059,-0.2330294,All candidates
1347,-38.563904,-32.78583,All candidates
1348,28.701334,-18.472933,All candidates
1349,69.588936,-1.4416461,All candidates
1350,27.087162,-19.270885,All candidates
1351,-60.54044,-23.881472,All candidates
1352,-9.218475,37.159595,All candidates
1353,56.0892,-25.796125,All candidates
1354,-6.905424,13.947845,All candidates
1355,44.62293,21.300312,All candidates
1356,45.76855,22.15922,All candidates
1357,2.7395303,-66.257614,All candidates
1358,47.18488,-3.4620812,All candidates
1359,6.8294296,-15.627411,All candidates
1360,-42.196632,-40.203587,All candidates
1361,18.628185,-29.697874,All candidates
1362,0.95641977,25.712877,All candidates
1363,3.1560113,33.253334,All candidates
1364,-40.410995,-40.777554,All candidates
1365,29.01076,6.657445,All candidates
1366,42.07734,-27.859747,All candidates
1367,24.237526,-22.073925,All candidates
1368,12.644948,24.330578,All candidates
1369,-70.253,-21.635422,All candidates
1370,12.310113,41.555626,All candidates
1371,-35.625935,-35.71761,All candidates
1372,-1.1113231,-69.20738,All candidates
1373,21.64876,-35.108994,All candidates
1374,44.49416,19.636408,All candidates
1375,0.8038101,11.252692,All candidates
1376,-84.62489,6.4020357,All candidates
1377,-32.05763,31.401905,All candidates
1378,-17.562443,71.99241,All candidates
1379,43.856327,-0.07723993,All candidates
1380,16.137148,-26.107983,All candidates
1381,-8.976753,-42.554935,All candidates
1382,-27.829704,0.21448597,All candidates
1383,-24.560621,21.845427,All candidates
1384,-2.4537294,16.447666,All candidates
1385,35.093777,-57.11371,All candidates
1386,5.6415143,9.644113,All candidates
1387,0.5022977,15.491599,All candidates
1388,0.8463439,40.289356,All candidates
1389,0.84631556,40.289207,All candidates
1390,-19.325428,-4.038706,All candidates
1391,-18.940258,70.87088,All candidates
1392,-18.997755,70.85643,All candidates
1393,27.758074,-51.449287,All candidates
1394,45.054554,23.254623,All candidates
1395,30.25057,-56.791122,All candidates
1396,23.931753,-27.46315,All candidates
1397,27.350977,17.132158,All candidates
1398,34.13605,-13.624598,All candidates
1399,-63.890324,-25.610746,All candidates
1400,31.61854,-26.761972,All candidates
1401,-36.395054,32.7409,All candidates
1402,-32.47959,31.04989,All candidates
1403,43.890747,31.55653,All candidates
1404,25.746193,55.92406,All candidates
1405,-16.876072,-2.8584535,All candidates
1406,-21.54534,-45.031418,All candidates
1407,-21.545355,-45.0315,All candidates
1408,34.964794,-46.826996,All candidates
1409,-15.950586,-30.148417,All candidates
1410,13.11737,-48.33488,All candidates
1411,36.137142,-33.80948,All candidates
1412,-25.503944,25.301685,All candidates
1413,-50.83087,37.98908,All candidates
1414,-18.483139,71.74203,All candidates
1415,-24.62884,23.108177,All candidates
1416,10.723996,-18.796824,All candidates
1417,10.723922,-18.796797,All candidates
1418,-17.309376,-3.0072534,All candidates
1419,-67.64455,-19.930626,All candidates
1420,-23.816868,28.272379,All candidates
1421,-9.855355,46.897587,All candidates
1422,6.804175,-58.969517,All candidates
1423,28.487154,-54.3907,All candidates
1424,-4.121133,42.630596,All candidates
1425,12.433186,9.195582,All candidates
1426,-80.489975,2.2492564,All candidates
1427,-71.99289,-20.255775,All candidates
1428,-71.90557,-20.430326,All candidates
1429,8.398393,26.506653,All candidates
1430,3.1367533,-70.217545,All candidates
1431,-19.458689,71.86708,All candidates
1432,-12.509519,37.139645,All candidates
1433,27.91335,-47.86616,All candidates
1434,-72.17071,-22.80206,All candidates
1435,70.24266,2.731001,All candidates
1436,7.877455,-13.640255,All candidates
1437,-67.65825,-19.92153,All candidates
1438,-81.877144,4.00062,All candidates
1439,-27.709152,60.90992,All candidates
1440,64.688515,4.3012724,All candidates
1441,-4.331606,24.47859,All candidates
1442,44.88566,-41.919758,All candidates
1443,3.8805354,43.901733,All candidates
1444,3.8806562,43.9018,All candidates
1445,-25.47177,37.481133,All candidates
1446,30.614513,-51.68101,All candidates
1447,34.94298,-46.95646,All candidates
1448,34.941658,-46.956303,All candidates
1449,18.799545,-9.164983,All candidates
1450,8.840953,-57.622726,All candidates
1451,-19.316483,-47.7275,All candidates
1452,-19.316483,-47.7275,All candidates
1453,-28.061821,-8.012998,All candidates
1454,40.235672,-44.108555,All candidates
1455,21.256508,22.012495,All candidates
1456,43.034008,24.105247,All candidates
1457,22.68905,15.034832,All candidates
1458,61.868008,2.8176305,All candidates
1459,-16.853268,18.061108,All candidates
1460,40.005978,-41.488228,All candidates
1461,69.48707,-1.3574754,All candidates
1462,-11.586035,29.287264,All candidates
1463,17.83132,36.791622,All candidates
1464,29.1377,-54.67113,All candidates
1465,7.8398223,-15.131888,All candidates
1466,45.17618,-23.108086,All candidates
1467,2.1100717,21.235365,All candidates
1468,62.876022,6.4485226,All candidates
1469,-8.57761,-40.47662,All candidates
1470,-33.53047,-40.175617,All candidates
1471,-38.992558,-32.011856,All candidates
1472,-22.899637,-68.02661,All candidates
1473,-19.566963,72.15296,All candidates
1474,-17.943483,5.206063,All candidates
1475,9.178994,45.404922,All candidates
1476,24.859829,56.893547,All candidates
1477,-30.09355,62.497852,All candidates
1478,41.79857,31.506824,All candidates
1479,-69.85514,-23.482445,All candidates
1480,34.3418,-33.15144,All candidates
1481,-70.31013,-17.11379,All candidates
1482,20.03178,-31.27191,All candidates
1483,33.24906,-28.602673,All candidates
1484,0.5185457,36.17417,All candidates
1485,4.7424664,-67.29246,All candidates
1486,34.216404,-31.536163,All candidates
1487,4.8770003,29.162212,All candidates
1488,71.568214,2.9390335,All candidates
1489,73.02901,0.17199421,All candidates
1490,28.684643,-47.6032,All candidates
1491,4.3809733,-58.86503,All candidates
1492,-69.84417,-23.494719,All candidates
1493,45.360603,-24.040722,All candidates
1494,32.132767,9.762328,All candidates
1495,64.32063,2.5679371,All candidates
1496,29.247055,-14.62811,All candidates
1497,-2.808702,-25.795912,All candidates
1498,-80.49323,4.1604557,All candidates
1499,2.861313,6.5286984,All candidates
1500,-19.893879,-68.05336,All candidates
1501,34.95956,-33.53716,All candidates
1502,15.165078,30.240387,All candidates
1503,15.165097,30.24033,All candidates
1504,27.71835,28.52675,All candidates
1505,-17.918036,5.277552,All candidates
1506,-8.224031,45.94457,All candidates
1507,23.617615,-30.6216,All candidates
1508,12.4402685,9.098039,All candidates
1509,29.02275,17.491995,All candidates
1510,-29.166662,30.691124,All candidates
1511,10.241975,-18.816574,All candidates
1512,-41.164505,-44.924286,All candidates
1513,4.2697186,-14.539161,All candidates
1514,-37.834034,28.155645,All candidates
1515,2.6896608,45.738228,All candidates
1516,2.6902447,45.738663,All candidates
1517,-7.5688815,-40.53915,All candidates
1518,-68.691086,-21.805923,All candidates
1519,-18.971378,-3.4777262,All candidates
1520,-11.0964155,-24.16242,All candidates
1521,-27.870958,0.35633057,All candidates
1522,-12.672139,67.93295,All candidates
1523,-17.423061,71.9203,All candidates
1524,-69.1518,-27.148043,All candidates
1525,-22.338703,-31.51636,All candidates
1526,-14.511197,12.297064,All candidates
1527,-1.152149,2.2305856,All candidates
1528,2.0816312,54.82163,All candidates
1529,-14.8348055,13.451396,All candidates
1530,8.329184,-63.683987,All candidates
1531,33.334274,-33.275265,All candidates
1532,11.084085,10.50244,All candidates
1533,5.060763,3.2821698,All candidates
1534,25.123045,55.97372,All candidates
1535,17.292883,4.1604767,All candidates
1536,16.480621,4.2503457,All candidates
1537,16.557848,4.3298826,All candidates
1538,-38.62138,31.649199,All candidates
1539,22.241453,22.13631,All candidates
1540,22.393412,14.720847,All candidates
1541,7.7811,-14.972842,All candidates
1542,-42.0347,-40.099415,All candidates
1543,48.064537,-4.4858894,All candidates
1544,-9.062247,41.58898,All candidates
1545,-14.47562,30.280495,All candidates
1546,60.216137,-22.817009,All candidates
1547,-38.708702,36.134502,All candidates
1548,-76.64755,3.6046,All candidates
1549,-20.269823,21.412489,All candidates
1550,-8.395553,33.808376,All candidates
1551,43.52718,30.378344,All candidates
1552,-7.695926,38.77505,All candidates
1553,1.6603773,54.444336,All candidates
1554,-8.383535,29.325094,All candidates
1555,67.7968,7.3359814,All candidates
1556,29.964178,11.176991,All candidates
1557,-67.116,-17.819605,All candidates
1558,67.57909,7.0609384,All candidates
1559,44.735603,-17.452066,All candidates
1560,-7.1441927,50.168926,All candidates
1561,-29.647081,64.081726,All candidates
1562,7.226716,-12.781124,All candidates
1563,7.7533374,-3.9375446,All candidates
1564,-11.071538,50.629864,All candidates
1565,-11.07154,50.629757,All candidates
1566,7.5285616,-33.22576,All candidates
1567,13.958224,78.11613,All candidates
1568,-63.314987,-23.609127,All candidates
1569,-18.043396,35.84308,All candidates
1570,1.8655949,55.973072,All candidates
1571,44.33504,-14.465793,All candidates
1572,24.954271,55.72543,All candidates
1573,71.24265,2.3183422,All candidates
1574,47.68336,-25.336329,All candidates
1575,16.617712,3.8620045,All candidates
1576,9.069945,-61.416546,All candidates
1577,25.54492,55.913574,All candidates
1578,-18.12861,-2.6252737,All candidates
1579,36.324093,-52.448708,All candidates
1580,25.604212,56.76515,All candidates
1581,0.6912744,12.015517,All candidates
1582,43.49867,-42.315502,All candidates
1583,38.38227,43.816277,All candidates
1584,3.756111,28.149426,All candidates
1585,-11.92145,50.651268,All candidates
1586,-11.92145,50.651295,All candidates
1587,-17.763786,-5.285485,All candidates
1588,28.68601,-47.64023,All candidates
1589,-51.920246,38.836372,All candidates
1590,7.4176784,-12.002659,All candidates
1591,-7.803805,3.9042263,All candidates
1592,38.619102,43.901962,All candidates
1593,16.841002,18.883007,All candidates
1594,25.80676,41.546906,All candidates
1595,-12.141864,42.779762,All candidates
1596,-9.859165,10.274852,All candidates
1597,-51.956005,39.154488,All candidates
1598,45.940533,-5.2412987,All candidates
1599,13.282652,-3.513484,All candidates
1600,-11.489842,51.496716,All candidates
1601,-11.489802,51.496777,All candidates
1602,34.530052,-32.736244,All candidates
1603,-16.767544,-3.1818147,All candidates
1604,-39.86405,27.830172,All candidates
1605,0.31822345,-59.94604,All candidates
1606,33.79386,33.524994,All candidates
1607,-19.792383,-68.74329,All candidates
1608,-1.1180007,-60.7134,All candidates
1609,-36.43444,26.852245,All candidates
1610,29.3153,-4.0488195,All candidates
1611,27.20078,-19.178667,All candidates
1612,27.200607,-19.178745,All candidates
1613,-3.015847,-7.5870314,All candidates
1614,72.989,0.24510166,All candidates
1615,-18.15327,36.943054,All candidates
1616,-32.976517,61.65693,All candidates
1617,-79.769585,5.4623637,All candidates
1618,4.6878576,43.277664,All candidates
1619,-17.185438,-2.6733925,All candidates
1620,60.197002,-9.274267,All candidates
1621,-84.16742,7.925183,All candidates
1622,28.452066,16.878893,All candidates
1623,44.287983,23.719383,All candidates
1624,-3.2320032,-23.868975,All candidates
1625,43.94181,19.392282,All candidates
1626,14.115876,15.310636,All candidates
1627,45.139217,-4.0434546,All candidates
1628,-4.7473917,39.68057,All candidates
1629,6.949589,3.318464,All candidates
1630,71.87626,3.824412,All candidates
1631,12.782343,77.35501,All candidates
1632,3.7141054,-64.821266,All candidates
1633,37.949196,-48.545246,All candidates
1634,37.948765,-48.544987,All candidates
1635,-14.973589,-50.824886,All candidates
1636,-14.97363,-50.8254,All candidates
1637,23.663078,42.045,All candidates
1638,16.118498,-26.038969,All candidates
1639,-53.658276,33.022247,All candidates
1640,-37.632042,-35.519474,All candidates
1641,33.12581,35.174488,All candidates
1642,2.3361607,-61.386536,All candidates
1643,-23.206398,-68.800545,All candidates
1644,-81.363976,4.1579647,All candidates
1645,17.3072,36.583397,All candidates
1646,35.445873,-35.173378,All candidates
1647,-84.61888,3.806659,All candidates
1648,10.650553,11.519532,All candidates
1649,-1.0185361,-66.25103,All candidates
1650,-6.01589,8.220712,All candidates
1651,10.794804,-51.02591,All candidates
1652,-35.919876,-35.84172,All candidates
1653,-4.28934,-31.206884,All candidates
1654,73.01006,2.1929026,All candidates
1655,28.717958,-3.233347,All candidates
1656,-15.671732,-3.7426338,All candidates
1657,2.6892006,45.738747,All candidates
1658,2.6908681,45.73905,All candidates
1659,34.995136,-20.42695,All candidates
1660,-8.646549,31.026342,All candidates
1661,-7.9101033,47.971596,All candidates
1662,39.926895,44.31473,All candidates
1663,15.069807,77.7727,All candidates
1664,-29.740902,60.35531,All candidates
1665,6.5722566,75.94764,All candidates
1666,36.202976,-19.438951,All candidates
1667,15.247068,28.579153,All candidates
1668,15.246799,28.57903,All candidates
1669,65.05614,-7.5820627,All candidates
1670,14.550513,28.140024,All candidates
1671,14.550574,28.140047,All candidates
1672,-78.67949,-0.27339536,All candidates
1673,41.198452,-16.056759,All candidates
1674,46.055058,-12.720586,All candidates
1675,46.05503,-12.720642,All candidates
1676,46.05468,-12.72065,All candidates
1677,-31.961243,62.33375,All candidates
1678,31.596107,-43.915173,All candidates
1679,-69.09901,-21.462017,All candidates
1680,44.201824,-14.145062,All candidates
1681,45.62168,-25.830704,All candidates
1682,9.437374,-12.681655,All candidates
1683,9.524382,-12.649639,All candidates
1684,30.791971,-36.762512,All candidates
1685,-33.925255,-34.097675,All candidates
1686,32.768795,-31.184448,All candidates
1687,32.768814,-31.18445,All candidates
1688,-19.335781,39.11896,All candidates
1689,72.09505,3.3293908,All candidates
1690,-81.608536,7.768947,All candidates
1691,24.559708,-28.758512,All candidates
1692,3.1628542,81.19862,All candidates
1693,44.902885,-13.792372,All candidates
1694,70.63939,8.686179,All candidates
1695,13.198804,77.60705,All candidates
1696,47.095833,24.683764,All candidates
1697,2.2726247,26.47483,All candidates
1698,-82.69291,-0.45711374,All candidates
1699,-82.605515,-0.46882093,All candidates
1700,3.1110735,-70.26406,All candidates
1701,-0.19961517,19.206717,All candidates
1702,38.597454,43.883125,All candidates
1703,-41.79046,-40.276817,All candidates
1704,-5.0962043,-42.884308,All candidates
1705,-59.50823,-21.789555,All candidates
1706,-29.68775,63.132137,All candidates
1707,-43.0828,-42.810562,All candidates
1708,71.06168,-0.89759505,All candidates
1709,56.200054,-20.570574,All candidates
1710,33.117542,-51.54379,All candidates
1711,-7.6980667,38.769295,All candidates
1712,20.454914,-42.708477,All candidates
1713,21.20864,7.195039,All candidates
1714,0.07794356,25.10178,All candidates
1715,-3.7284508,42.96047,All candidates
1716,-11.923517,50.256092,All candidates
1717,-33.659008,9.226783,All candidates
1718,-0.93126273,-61.790794,All candidates
1719,-2.2249482,7.0315804,All candidates
1720,34.04052,-34.756733,All candidates
1721,63.392353,-11.557811,All candidates
1722,-83.231834,3.9181972,All candidates
1723,47.13808,-13.468067,All candidates
1724,19.90485,13.769228,All candidates
1725,27.84709,-30.243645,All candidates
1726,45.600163,-14.941226,All candidates
1727,-81.86814,2.833758,All candidates
1728,62.58146,0.17005056,All candidates
1729,12.812279,77.176605,All candidates
1730,-32.975307,40.602757,All candidates
1731,67.06811,-0.90586525,All candidates
1732,-20.584572,-47.986027,All candidates
1733,-77.539345,4.1080728,All candidates
1734,-41.455753,-34.790585,All candidates
1735,35.32851,13.08175,All candidates
1736,-24.396238,-67.40123,All candidates
1737,-29.097895,61.75687,All candidates
1738,-12.692717,67.936676,All candidates
1739,-72.67173,-20.110395,All candidates
1740,67.5782,7.2030106,All candidates
1741,22.570057,-33.482113,All candidates
1742,-17.869335,16.06314,All candidates
1743,43.454304,24.3832,All candidates
1744,34.67807,-12.927,All candidates
1745,-18.42795,-10.338372,All candidates
1746,-5.7817574,-56.904377,All candidates
1747,36.676033,-24.881891,All candidates
1748,22.092886,-33.77811,All candidates
1749,-36.47506,36.48402,All candidates
1750,60.194313,-9.271408,All candidates
1751,15.2677,30.411684,All candidates
1752,-1.2241796,-60.743557,All candidates
1753,44.912388,-15.7537985,All candidates
1754,-1.2507778,-58.273064,All candidates
1755,-4.582018,24.507301,All candidates
1756,-20.36539,-69.244286,All candidates
1757,3.9417374,71.92899,All candidates
1758,3.6794088,-14.226993,All candidates
1759,13.144219,42.307365,All candidates
1760,66.81385,-0.37626648,All candidates
1761,-2.1253693,41.981426,All candidates
1762,37.703785,-28.02692,All candidates
1763,-69.66586,-24.386923,All candidates
1764,10.125985,14.293727,All candidates
1765,18.500063,-18.844378,All candidates
1766,4.8832016,79.48789,All candidates
1767,4.6089087,-41.08197,All candidates
1768,-26.314093,36.80793,All candidates
1769,-32.747047,32.04176,All candidates
1770,35.297085,-35.90788,All candidates
1771,-29.390343,-21.268213,All candidates
1772,-23.104862,38.69892,All candidates
1773,-18.465921,-3.3703005,All candidates
1774,42.0412,-15.502209,All candidates
1775,-14.612119,-31.798342,All candidates
1776,4.7062683,-55.33562,All candidates
1777,-28.539036,20.703539,All candidates
1778,60.63189,3.6928587,All candidates
1779,29.082127,6.600071,All candidates
1780,15.291393,-39.825165,All candidates
1781,18.051825,-19.698704,All candidates
1782,25.77079,6.947255,All candidates
1783,46.197052,-1.0517815,All candidates
1784,-27.572912,-5.6541653,All candidates
1785,23.109034,-29.25026,All candidates
1786,-41.499554,-40.463017,All candidates
1787,33.559464,-13.408468,All candidates
1788,-39.80561,-32.502937,All candidates
1789,-51.39431,39.260323,All candidates
1790,6.982016,-15.020298,All candidates
1791,12.369945,25.167292,All candidates
1792,-8.448515,-56.869595,All candidates
1793,-6.0018706,8.21922,All candidates
1794,-38.91392,30.174196,All candidates
1795,5.9351587,-63.64041,All candidates
1796,22.70965,-54.447716,All candidates
1797,-1.9133078,73.91438,All candidates
1798,3.9578195,-38.73932,All candidates
1799,24.60885,32.237198,All candidates
1800,3.854862,23.453262,All candidates
1801,-83.00661,-0.3990498,All candidates
1802,44.741215,-17.340755,All candidates
1803,4.600103,-55.343147,All candidates
1804,27.864658,-30.259285,All candidates
1805,59.678967,-24.824295,All candidates
1806,4.6308894,78.67395,All candidates
1807,-18.336456,69.77976,All candidates
1808,-4.7569504,-55.8851,All candidates
1809,31.672554,-29.939178,All candidates
1810,-8.24889,51.123917,All candidates
1811,66.03671,-11.209388,All candidates
1812,6.7986774,-58.98592,All candidates
1813,-15.066,30.15872,All candidates
1814,-4.3188605,18.479832,All candidates
1815,-4.318797,18.47973,All candidates
1816,46.246834,-34.705185,All candidates
1817,1.8259642,-59.79448,All candidates
1818,7.754078,26.942858,All candidates
1819,-39.893124,27.920992,All candidates
1820,-4.5593157,-63.40614,All candidates
1821,-5.105541,-20.327026,All candidates
1822,-59.454113,-20.74356,All candidates
1823,8.927775,49.330257,All candidates
1824,6.864037,47.798378,All candidates
1825,6.864122,47.79855,All candidates
1826,-42.401306,-42.286774,All candidates
1827,-7.63335,0.119634114,All candidates
1828,5.822015,75.22344,All candidates
1829,3.4867268,34.0722,All candidates
1830,-8.647414,-24.341482,All candidates
1831,-34.821236,9.220364,All candidates
1832,44.631927,-27.977924,All candidates
1833,12.590624,6.508331,All candidates
1834,-23.87547,-67.14731,All candidates
1835,-9.530314,32.33721,All candidates
1836,-4.8668766,-29.185944,All candidates
1837,29.685394,-3.7003148,All candidates
1838,35.030113,3.87397,All candidates
1839,31.898575,-54.86463,All candidates
1840,70.23197,2.7174213,All candidates
1841,7.5684857,15.74169,All candidates
1842,4.03604,-14.034369,All candidates
1843,-9.594935,27.989157,All candidates
1844,-22.244755,38.964912,All candidates
1845,-8.569668,30.988396,All candidates
1846,40.00501,44.29671,All candidates
1847,31.085733,-48.480755,All candidates
1848,29.75921,-18.238705,All candidates
1849,34.725224,-25.185333,All candidates
1850,-42.694298,14.301567,All candidates
1851,7.819329,77.44298,All candidates
1852,68.37348,-1.061143,All candidates
1853,19.105288,19.077328,All candidates
1854,-30.260372,30.64173,All candidates
1855,-22.582348,-67.917,All candidates
1856,-70.46633,-20.378311,All candidates
1857,25.719183,-45.927578,All candidates
1858,-11.885063,47.46513,All candidates
1859,43.516663,-41.5891,All candidates
1860,-28.836634,-21.966833,All candidates
1861,3.8143113,71.82436,All candidates
1862,-71.954285,-20.384405,All candidates
1863,10.328549,43.349827,All candidates
1864,10.3285475,43.349995,All candidates
1865,73.11493,2.3565853,All candidates
1866,71.69389,4.398682,All candidates
1867,-34.78959,-35.471603,All candidates
1868,70.68899,3.4670336,All candidates
1869,31.536934,8.609281,All candidates
1870,-80.920746,3.2502885,All candidates
1871,-68.89213,-25.330034,All candidates
1872,-23.048443,-68.276436,All candidates
1873,-13.813297,34.459625,All candidates
1874,-36.339413,32.541767,All candidates
1875,30.333029,-52.985523,All candidates
1876,-40.81509,7.666391,All candidates
1877,-34.210514,22.819033,All candidates
1878,36.657936,-51.86655,All candidates
1879,-63.85148,-25.562017,All candidates
1880,17.334965,4.1074886,All candidates
1881,18.062202,-9.005747,All candidates
1882,25.571297,8.70752,All candidates
1883,24.24226,-25.166235,All candidates
1884,-20.099407,-67.44817,All candidates
1885,-17.279657,-1.3948435,All candidates
1886,-36.969833,-35.08706,All candidates
1887,11.288368,34.480545,All candidates
1888,32.53763,-30.898191,All candidates
1889,32.53773,-30.897612,All candidates
1890,43.759018,-37.21326,All candidates
1891,4.572725,-14.32377,All candidates
1892,-2.3901522,-59.532505,All candidates
1893,32.057068,-51.318123,All candidates
1894,25.63789,55.892204,All candidates
1895,5.085513,80.36556,All candidates
1896,63.252846,-7.1806154,All candidates
1897,4.0630445,1.8436705,All candidates
1898,3.2651381,-0.5028457,All candidates
1899,-8.351086,30.683378,All candidates
1900,-8.942516,-42.466156,All candidates
1901,25.825588,-54.20876,All candidates
1902,67.56273,5.141858,All candidates
1903,37.892765,43.868164,All candidates
1904,-58.75738,-24.554007,All candidates
1905,-33.354504,-36.88382,All candidates
1906,32.116028,8.013883,All candidates
1907,-3.069106,-19.509287,All candidates
1908,-5.2312584,-41.70074,All candidates
1909,-41.14505,7.6202416,All candidates
1910,7.0036316,30.158457,All candidates
1911,-29.062582,-21.229548,All candidates
1912,43.917862,-13.123875,All candidates
1913,-10.362975,-8.086425,All candidates
1914,34.169415,-31.601826,All candidates
1915,-11.290622,13.383676,All candidates
1916,12.992067,45.243347,All candidates
1917,12.992077,45.24303,All candidates
1918,-60.63713,-22.787437,All candidates
1919,66.82715,-0.38268927,All candidates
1920,-5.249014,30.79111,All candidates
1921,-5.2489448,30.791187,All candidates
1922,-8.969549,-42.52083,All candidates
1923,-64.95296,-22.784492,All candidates
1924,-34.92693,-5.138331,All candidates
1925,8.623585,49.035664,All candidates
1926,39.320763,43.58366,All candidates
1927,4.7677298,-62.52757,All candidates
1928,48.405804,0.9493034,All candidates
1929,60.571793,3.0745265,All candidates
1930,9.989217,-68.62718,All candidates
1931,0.07331335,25.039766,All candidates
1932,-16.919321,-4.5825005,All candidates
1933,-2.542571,6.924568,All candidates
1934,19.141735,-17.622583,All candidates
1935,3.984419,-67.84466,All candidates
1936,-36.515285,36.455505,All candidates
1937,73.02531,-0.6713844,All candidates
1938,-28.81841,59.814014,All candidates
1939,-18.737494,-4.1430926,All candidates
1940,63.116344,-7.1648965,All candidates
1941,35.328552,13.081797,All candidates
1942,3.7925262,-64.406136,All candidates
1943,42.91029,-14.948939,All candidates
1944,42.910454,-14.949058,All candidates
1945,-18.382925,69.733635,All candidates
1946,7.121343,-13.286349,All candidates
1947,-68.1876,-21.703758,All candidates
1948,-68.26108,-23.90632,All candidates
1949,2.3212607,-59.680275,All candidates
1950,-29.764626,60.261456,All candidates
1951,-13.789589,-23.49912,All candidates
